EmployeeID,Department,JobRole,Age,Gender,YearsAtCompany,MonthlySalary,PerformanceRating,Attrition_Prob,Risk,Satisfaction,WorkLifeBalance,Engagement_Score,Gap_Count,Skill_Gap,Top_Recommendation,Training_Duration,Skill_Gap_Str
334,Sales,Account Manager,38,Male,3,131509,5,0.3642,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
335,Support,Support Engineer,36,Other,9,49565,2,0.4705,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
336,HR,HR Executive,35,Female,10,85186,3,0.619,HIGH,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
337,Marketing,SEO Analyst,37,Female,11,170101,3,0.2133,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
338,Marketing,SEO Analyst,42,Female,6,166547,3,0.4617,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
339,Marketing,Content Lead,46,Male,4,136830,3,0.0505,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
340,Marketing,Content Lead,36,Other,13,89473,3,0.2175,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
341,Finance,Auditor,28,Female,2,80131,3,0.5991,MEDIUM,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
342,IT,Tester,36,Female,8,60436,4,0.6108,HIGH,3.02,2.99,2.94,2495,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
343,HR,HR Executive,42,Female,4,167857,3,0.0889,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
344,Finance,Auditor,33,Female,4,153228,4,0.4568,MEDIUM,3.02,2.99,2.94,1435,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
345,Finance,Accountant,47,Male,4,109066,3,0.2494,LOW,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
346,HR,HR Manager,55,Male,9,136921,3,0.7091,HIGH,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
347,HR,HR Executive,32,Male,4,99855,4,0.0867,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
348,IT,Developer,36,Male,15,40969,2,0.7707,HIGH,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
349,Sales,Sales Executive,21,Other,10,88812,5,0.0914,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
350,Marketing,Content Lead,33,Female,13,96146,3,0.0367,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
351,HR,HR Manager,33,Male,10,76013,3,0.0635,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
352,Support,Helpdesk,53,Male,7,86146,2,0.7221,HIGH,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
353,IT,Tester,36,Female,5,133790,4,0.088,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
354,Support,Helpdesk,47,Female,5,82116,4,0.1208,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
355,Sales,Account Manager,36,Female,5,174515,4,0.0456,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
356,IT,Tester,51,Female,11,32394,3,0.435,MEDIUM,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
357,HR,HR Executive,28,Other,10,167537,3,0.0775,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
358,IT,Engineer,55,Male,14,172995,3,0.257,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
359,HR,HR Executive,32,Male,12,92794,3,0.0898,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
360,HR,HR Manager,48,Other,3,137935,3,0.6384,HIGH,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
361,Marketing,SEO Analyst,44,Female,7,115462,4,0.1922,LOW,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
362,Support,Helpdesk,27,Other,8,87597,2,0.0696,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
363,Support,Helpdesk,58,Female,5,55055,4,0.29,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
364,IT,Tester,43,Male,13,137797,2,0.0488,LOW,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
365,Sales,Sales Executive,43,Female,12,53127,3,0.5127,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
366,Support,Helpdesk,34,Male,8,140036,3,0.5985,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
367,Finance,Accountant,40,Other,14,124811,3,0.0659,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
368,IT,Developer,39,Other,5,155312,2,0.7593,HIGH,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
369,Sales,Account Manager,49,Male,3,105484,3,0.5128,MEDIUM,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
370,HR,HR Executive,25,Female,2,104217,5,0.0281,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
371,Finance,Accountant,46,Male,4,167454,3,0.0787,LOW,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
372,IT,Developer,33,Other,9,68529,2,0.7682,HIGH,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
373,Finance,Auditor,31,Female,15,53142,3,0.3216,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
374,Finance,Accountant,58,Male,9,40979,3,0.3714,MEDIUM,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
375,Marketing,SEO Analyst,46,Female,9,161498,4,0.2622,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
376,IT,Engineer,21,Female,14,147713,3,0.5594,MEDIUM,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
377,Sales,Sales Executive,22,Other,2,93080,3,0.5271,MEDIUM,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
378,Sales,Sales Executive,56,Male,14,129210,1,0.7252,HIGH,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
379,Support,Support Engineer,51,Other,13,37689,2,0.0651,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
380,Marketing,SEO Analyst,30,Female,14,173685,3,0.3056,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
381,IT,Tester,46,Female,11,68482,2,0.0185,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
382,Support,Support Engineer,37,Male,7,51630,3,0.1524,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
383,IT,Engineer,31,Male,2,41134,4,0.444,MEDIUM,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
384,Sales,Sales Executive,22,Male,4,46137,3,0.5253,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
385,HR,HR Manager,54,Female,9,38595,3,0.0269,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
386,Sales,Sales Executive,52,Male,14,175777,3,0.6798,HIGH,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
387,Sales,Account Manager,32,Other,7,102650,5,0.0784,LOW,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
388,Marketing,Content Lead,51,Female,13,107276,5,0.07,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
389,Support,Support Engineer,22,Other,7,131037,4,0.0924,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
390,Sales,Account Manager,21,Female,5,131917,2,0.1415,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
391,Marketing,Content Lead,60,Other,12,133093,4,0.6202,HIGH,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
392,IT,Tester,48,Female,2,72367,4,0.3276,MEDIUM,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
393,Support,Helpdesk,25,Male,10,32438,3,0.1768,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
394,Finance,Accountant,49,Male,2,59217,3,0.1531,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
395,Sales,Account Manager,59,Other,12,175726,4,0.3809,MEDIUM,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
396,Marketing,SEO Analyst,41,Female,12,32496,3,0.117,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
397,IT,Engineer,27,Female,9,30860,3,0.2395,LOW,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
398,Sales,Sales Executive,48,Female,7,84698,4,0.4886,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
399,Sales,Sales Executive,39,Male,3,41440,3,0.097,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
400,Finance,Accountant,41,Other,6,69711,3,0.2809,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
401,IT,Developer,60,Other,12,112591,1,0.821,HIGH,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
402,Marketing,SEO Analyst,41,Male,4,63692,2,0.7627,HIGH,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
403,Sales,Account Manager,47,Female,11,34950,3,0.4938,MEDIUM,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
404,IT,Developer,55,Male,12,162717,5,0.3226,MEDIUM,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
405,IT,Tester,49,Male,14,104563,3,0.3923,MEDIUM,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
406,Sales,Sales Executive,29,Male,2,83355,2,0.7747,HIGH,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
407,IT,Tester,43,Female,11,98962,4,0.0767,LOW,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
408,Support,Support Engineer,37,Male,4,53289,5,0.3448,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
409,HR,HR Manager,29,Male,8,67267,3,0.5287,MEDIUM,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
410,Marketing,Content Lead,23,Male,10,64955,2,0.0301,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
411,Marketing,SEO Analyst,47,Other,2,32693,4,0.5379,MEDIUM,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
412,Support,Support Engineer,48,Other,15,168715,2,0.061,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
413,Finance,Auditor,60,Other,5,69898,2,0.814,HIGH,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
414,Finance,Auditor,44,Female,13,76888,4,0.2552,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
415,IT,Engineer,23,Female,5,77513,1,0.198,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
416,Finance,Auditor,31,Female,4,144517,4,0.5728,MEDIUM,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
417,Finance,Auditor,56,Male,9,125280,3,0.051,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
